Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PARP14		13	13	2122	0.6%	No
PARP12		1	1	200	0.5%	No
NCEH1		2	2	1525	0.1%	No
NMU		2	2	1525	0.1%	No
CREBRF		2	2	1525	0.1%	No
IGKV1D-8		1	1	200	0.5%	No
CC2D1B		4	4	1725	0.2%	No
KRT24		2	2	1525	0.1%	No
KRT23		1	1	200	0.5%	No
KRT20		3	3	597	0.5%	No
FMR1NB		2	2	1525	0.1%	No
RPTOR		4	4	1525	0.3%	Yes
KRT27		5	5	2122	0.2%	No
KRT26		2	2	1525	0.1%	No
CC2D2A		4	4	597	0.7%	No
INSRR		2	2	1525	0.1%	No
KRT35		1	1	200	0.5%	No
KRT34		3	3	1725	0.2%	No
AMPD3		1	1	200	0.5%	No
RAB33B		4	4	1525	0.3%	No
MPPED1		2	2	1525	0.1%	No
KRT38		2	2	1525	0.1%	No
PACS1		1	1	200	0.5%	No
MPPED2		2	2	1525	0.1%	No
CXCR4		1	1	150	0.7%	Yes
CXCR6		1	1	200	0.5%	No
NPL		1	1	200	0.5%	No
C10ORF90		1	1	200	0.5%	No
CXCR2		1	1	150	0.7%	No
NQO1		2	2	1525	0.1%	Yes
ARNT2		3	3	1725	0.2%	No
CA10		4	4	1525	0.3%	No
KRT13		5	5	597	0.8%	No
KRT12		1	1	200	0.5%	No
KRT10		4	4	1525	0.3%	No
KRT19		3	3	597	0.5%	No
PRPF39		1	1	200	0.5%	No
KRT18		2	2	1525	0.1%	No
CR1L		3	3	1725	0.2%	No
KRT14		4	4	1525	0.3%	No
TRIP10		1	1	200	0.5%	No
TRIP11		2	2	200	1.0%	Yes
TRIP12		5	5	1725	0.3%	No
NEUROG1		2	2	1525	0.1%	No
NRK		5	5	2122	0.2%	No
SNORD73A		1	1	200	0.5%	No
MAGEB16		1	1	200	0.5%	No
HDLBP		4	4	1725	0.2%	No
MAGEB10		2	1	200	0.5%	No
CA14		1	1	200	0.5%	No
SPNS3		1	1	200	0.5%	No
SPNS2		2	2	1525	0.1%	No
KRT79		8	8	2122	0.4%	No
TOMM34		1	1	200	0.5%	No
TSC2		2	2	1525	0.1%	Yes
WRNIP1		7	7	1525	0.5%	No
OCRL		1	1	200	0.5%	No
KRT77		1	1	200	0.5%	No
TRNT1		4	4	597	0.7%	No
KRT74		2	2	1525	0.1%	No
DCTD		3	3	597	0.5%	No
CD300E		2	2	1525	0.1%	No
CD300C		2	2	1525	0.1%	No
RAI14		3	3	200	1.5%	No
CTTNBP2		4	4	1525	0.3%	No
HPCA		1	1	200	0.5%	No
LTBP4		1	1	150	0.7%	No
DTX1		3	3	1525	0.2%	Yes
LTBP2		4	4	1525	0.3%	No
LTBP3		5	5	2122	0.2%	No
DTX4		1	1	200	0.5%	No
CPLX4		1	1	200	0.5%	No
RIPK1		3	3	1525	0.2%	No
ANKZF1		1	1	200	0.5%	No
BTNL8		2	2	200	1.0%	No
ACBD4		1	1	200	0.5%	No
TBCD		2	2	1525	0.1%	No
BTNL3		1	1	200	0.5%	No
ACSF3		3	3	200	1.5%	No
ACSF2		1	1	200	0.5%	No
COL20A1		5	5	1525	0.3%	No
DOCK6		4	4	1525	0.3%	No
DOCK5		4	4	597	0.7%	No
SCYL3		1	1	200	0.5%	No
DOCK4		10	10	2122	0.5%	No
DOCK3		9	9	1725	0.5%	No
DOCK9		9	9	2272	0.4%	No
NVL		1	1	200	0.5%	No
DOCK8		4	3	597	0.5%	No
DOCK7		7	5	1725	0.3%	No
LMOD1		3	3	597	0.5%	No
CTDSPL2		6	6	1525	0.4%	No
CXCL5		2	2	1525	0.1%	No
LMOD2		6	6	1525	0.4%	No
SENP6		7	7	200	3.5%	No
SENP7		4	4	597	0.7%	No
PLCZ1		3	3	597	0.5%	No
KYNU		4	4	1525	0.3%	No
NAPRT		1	1	150	0.7%	No
FLOT1		1	1	200	0.5%	No
SPEG		12	12	2122	0.6%	No
FLOT2		1	1	200	0.5%	No
SCYL2		1	1	200	0.5%	No
SCYL1		2	2	1525	0.1%	No
RUBCN		3	3	200	1.5%	No
EGFL7		2	2	1525	0.1%	Yes
JAGN1		1	1	200	0.5%	No
SENP1		8	4	1525	0.3%	No
PXYLP1		3	3	597	0.5%	No
MNS1		2	2	200	1.0%	No
DOCK2		6	6	597	1.0%	No
DOCK1		7	7	2122	0.3%	No
EGFL8		3	3	597	0.5%	No
KRT80		2	2	1525	0.1%	No
TUFT1		3	3	597	0.5%	No
SPG7		2	2	1525	0.1%	No
KRT85		1	1	200	0.5%	No
U2AF1L4		3	3	597	0.5%	No
KRT83		2	2	1525	0.1%	No
KLRG2		4	4	1525	0.3%	No
SASH1		4	4	1525	0.3%	No
SPEN		14	13	2122	0.6%	Yes
CMTM3		2	2	1525	0.1%	No
C9ORF43		4	4	597	0.7%	No
PDE4DIP		3	3	200	1.5%	Yes
TSHR		5	5	1725	0.3%	Yes
GDAP2		2	1	200	0.5%	No
TICRR		2	2	200	1.0%	No
TSKS		7	7	2122	0.3%	No
LRRC14B		2	2	1525	0.1%	No
SPI1		1	1	150	0.7%	No
GMFG		1	1	200	0.5%	No
ISM2		2	2	1525	0.1%	No
ISLR		3	3	597	0.5%	No
TBK1		3	3	1725	0.2%	No
RAVER2		1	1	200	0.5%	No
AKT1		2	2	1525	0.1%	Yes
PKNOX1		5	5	2122	0.2%	No
MNX1		2	2	1525	0.1%	Yes
ARPIN		1	1	150	0.7%	No
PKNOX2		1	1	200	0.5%	No
PHKA2		2	2	200	1.0%	No
SCGB1C1		1	1	200	0.5%	No
GTSF1		2	2	1525	0.1%	No
SKAP1		4	1	200	0.5%	No
EXD1		3	3	597	0.5%	No
NLRX1		4	4	1525	0.3%	No
CRABP1		2	2	1525	0.1%	No
PLA2G3		1	1	200	0.5%	No
PLA2G5		2	2	1525	0.1%	No
BAZ2B		6	6	1725	0.3%	No
RNF213		7	7	597	1.2%	Yes
RNF216		1	1	200	0.5%	No
SDR42E1		3	3	597	0.5%	No
MTERF3		1	1	200	0.5%	No
CYP4F2		3	3	597	0.5%	No
MTERF4		1	1	200	0.5%	No
IL31RA		1	1	200	0.5%	No
NR2F6		5	5	1675	0.3%	No
SULT1B1		3	3	597	0.5%	No
TBL3		9	9	1675	0.5%	No
C6ORF89		4	4	1525	0.3%	No
SIGLEC9		2	2	1525	0.1%	No
LRRC10B		2	2	1525	0.1%	No
ZNF491		2	1	200	0.5%	No
ZNF490		3	3	1725	0.2%	No
ARHGAP5		4	4	597	0.7%	No
PEAR1		8	8	2122	0.4%	No
MED16		2	2	1525	0.1%	No
MED15		4	4	1525	0.3%	No
ARHGAP6		3	3	200	1.5%	No
MED17		2	2	1525	0.1%	No
OSBPL10		1	1	200	0.5%	No
MED12		22	22	2122	1.0%	Yes
SULT1C2		3	3	597	0.5%	No
MED14		6	6	2122	0.3%	No
MED13		9	8	1725	0.5%	No
MECOM		1	1	200	0.5%	Yes
DLGAP1		2	2	1525	0.1%	No
OR52B2		1	1	200	0.5%	No
DLGAP3		2	2	1525	0.1%	No
DLGAP2		5	5	1725	0.3%	No
ZNF487		2	2	1525	0.1%	No
ZNF486		3	3	597	0.5%	No
DLGAP4		1	1	200	0.5%	No
ZNF485		3	3	597	0.5%	No
ZNF484		2	2	1525	0.1%	No
CNOT6L		3	3	597	0.5%	No
RMI1		2	2	1525	0.1%	No
C6ORF62		2	2	1525	0.1%	No
SLC39A13		1	1	200	0.5%	No
SLC39A12		8	8	1525	0.5%	No
JOSD2		1	1	200	0.5%	No
MED27		4	4	1525	0.3%	No
GMIP		2	2	1525	0.1%	No
MED29		1	1	200	0.5%	No
PGM2L1		1	1	200	0.5%	No
MED28		1	1	200	0.5%	No
DDB1		2	2	1525	0.1%	No
MED23		1	1	150	0.7%	No
INCENP		4	4	1525	0.3%	No
MED21		3	3	597	0.5%	No
ERGIC1		2	2	1525	0.1%	No
CRB2		1	1	200	0.5%	No
CRB1		5	5	2122	0.2%	No
ZNF473		1	1	200	0.5%	No
OAT		1	1	200	0.5%	No
ODC1		2	2	1525	0.1%	No
CRCT1		2	2	1525	0.1%	No
ABCB11		3	3	597	0.5%	No
CENPA		2	2	1525	0.1%	Yes
CENPB		3	3	597	0.5%	No
EGFR		6	6	597	1.0%	Yes
NEURL1B		4	4	1525	0.3%	No
NRAS		266	264	2272	11.6%	Yes
PRR14L		2	2	1525	0.1%	No
C6ORF58		2	2	1525	0.1%	No
NRAP		8	8	2122	0.4%	No
ZSWIM9		2	2	1525	0.1%	No
ZSWIM6		3	3	1725	0.2%	No
ZNF469		3	3	1525	0.2%	No
IL12RB1		4	4	1525	0.3%	No
ZNF467		4	4	1525	0.3%	No
ZSWIM4		2	2	200	1.0%	No
ZSWIM5		1	1	200	0.5%	No
ZNF462		3	3	597	0.5%	No
ZNF460		3	3	597	0.5%	No
CRBN		1	1	200	0.5%	Yes
COL22A1		6	6	2122	0.3%	No
WNT7B		4	4	1525	0.3%	No
DAB2IP		1	1	200	0.5%	No
CENPE		1	1	200	0.5%	No
CENPF		4	4	597	0.7%	No
COL3A1		3	3	1725	0.2%	No
ERCC6-PGBD3		1	1	200	0.5%	No
SLCO3A1		3	3	597	0.5%	No
TAOK3		2	2	1525	0.1%	No
CENPH		3	3	1725	0.2%	No
ETNK1		6	6	1525	0.4%	Yes
CENPK		4	4	1725	0.2%	No
ERVV-2		3	3	1525	0.2%	No
CENPL		1	1	200	0.5%	No
TSR1		4	4	1525	0.3%	No
CENPN		3	3	597	0.5%	No
SIGLEC1		7	7	2122	0.3%	No
SIGLEC8		2	2	1525	0.1%	No
ADGRL4		5	4	1725	0.2%	No
SIGLEC7		1	1	200	0.5%	No
ADGRL2		2	2	200	1.0%	No
SIGLEC5		1	1	200	0.5%	No
EXOC3L2		1	1	200	0.5%	No
NAB1		2	2	1525	0.1%	No
REG1B		4	2	1525	0.1%	No
CASC3		2	2	1525	0.1%	No
OLFML2A		2	2	1525	0.1%	No
MFSD13A		2	2	1525	0.1%	No
ZNF446		5	5	1725	0.3%	No
ZNF444		1	1	200	0.5%	No
CDKL2		2	2	1525	0.1%	No
CDKL3		1	1	200	0.5%	No
ZNF440		1	1	200	0.5%	No
CDKL5		3	3	1725	0.2%	No
IST1		2	2	1525	0.1%	No
BTN1A1		5	5	1725	0.3%	No
ZCRB1		5	5	200	2.5%	No
POLRMT		3	3	1725	0.2%	No
CASD1		2	2	1525	0.1%	No
TC2N		1	1	200	0.5%	No
PLA2R1		2	2	1525	0.1%	No
KHDRBS1		1	1	200	0.5%	No
KHDRBS3		3	3	597	0.5%	No
TXNDC9		2	2	1525	0.1%	No
SMYD5		3	3	1675	0.2%	No
BOD1L1		6	6	2122	0.3%	No
CREM		1	1	200	0.5%	No
GMPS		1	1	200	0.5%	Yes
SPATA2		1	1	150	0.7%	No
NRF1		5	5	2122	0.2%	No
SPATA6		2	2	1525	0.1%	No
HNRNPDL		1	1	200	0.5%	No
OR51S1		3	3	597	0.5%	No
ZNF429		4	4	1725	0.2%	No
G3BP1		7	7	1525	0.5%	No
BRIX1		4	4	1525	0.3%	No
TXNDC2		1	1	200	0.5%	No
ZNF425		1	1	200	0.5%	No
NAE1		4	4	597	0.7%	No
ZNF423		5	4	1725	0.2%	No
NADK		2	2	622	0.3%	Yes
ZNF420		3	3	597	0.5%	No
TXNDC5		4	4	1525	0.3%	No
ODF1		13	13	1725	0.8%	No
HPS1		3	3	1725	0.2%	No
ODF4		1	1	200	0.5%	No
OGA		2	2	1525	0.1%	No
RABL2B		1	1	200	0.5%	No
HPS3		7	7	200	3.5%	No
HPS5		3	3	597	0.5%	No
TMPRSS13		5	5	2122	0.2%	No
IBTK		5	5	1525	0.3%	No
SP140L		2	2	1525	0.1%	No
OGT		2	2	1525	0.1%	No
POM121L12		9	9	2122	0.4%	No
SPRN		4	4	1525	0.3%	No
CIITA		3	3	1725	0.2%	Yes
NUMA1		4	4	597	0.7%	Yes
ITGB5		7	7	1725	0.4%	No
ITGB4		4	4	1525	0.3%	No
ITGB3		1	1	200	0.5%	No
ITGAE		5	5	1725	0.3%	No
ELFN2		2	2	1525	0.1%	No
ITGAL		1	1	200	0.5%	No
ELFN1		2	2	1525	0.1%	No
ZNRD2		5	5	2122	0.2%	No
ZNF407		1	1	200	0.5%	No
PPP6R3		3	3	1725	0.2%	No
DDI1		3	3	1725	0.2%	No
ITGAX		3	3	597	0.5%	No
PGM3		3	3	597	0.5%	No
PGM2		3	3	1725	0.2%	No
ITGAV		4	4	597	0.7%	No
ITGB7		2	2	1525	0.1%	No
YAF2		1	1	200	0.5%	No
PGM1		1	1	200	0.5%	No
ACTR3		2	2	1525	0.1%	No
ADGRV1		3	3	597	0.5%	No
TMEM255B		1	1	197	0.5%	No
ITGA4		1	1	200	0.5%	No
ITGA3		1	1	200	0.5%	No
ACTR5		2	2	1525	0.1%	No
SPACA1		3	3	597	0.5%	No
ITGA1		5	5	1725	0.3%	No
AHSA1		1	1	200	0.5%	No
TFIP11		4	4	1525	0.3%	No
ACTR8		2	2	1525	0.1%	No
NRG2		1	1	200	0.5%	No
SPTB		4	4	200	2.0%	No
MUC5AC		1	1	200	0.5%	No
IMPACT		1	1	200	0.5%	No
ITGAD		4	4	1725	0.2%	No
ADORA2A		1	1	200	0.5%	No
RRM2B		1	1	200	0.5%	No
SPATC1		2	2	1525	0.1%	No
MYO3A		3	3	597	0.5%	No
ITGA8		4	4	1525	0.3%	No
ITGA7		3	3	1725	0.2%	No
UGT2B4		3	3	200	1.5%	No
SPACA4		2	2	1525	0.1%	No
ITGA5		1	1	200	0.5%	No
SPACA7		2	2	1525	0.1%	No
UGT2B7		2	2	1525	0.1%	No
BECN1		6	6	2272	0.3%	No
SMIM24		2	2	1525	0.1%	No
ROCK2		2	2	200	1.0%	No
ZNRF3		2	2	1525	0.1%	Yes
ZNRF4		3	3	1725	0.2%	No
PHKG1		1	1	200	0.5%	No
IGF2BP3		2	2	1525	0.1%	No
MYO10		5	5	1525	0.3%	No
FEM1A		1	1	200	0.5%	No
CYP4B1		2	2	1525	0.1%	No
EXOG		3	3	1725	0.2%	No
TBX4		2	2	1525	0.1%	No
TBX3		2	2	1525	0.1%	Yes
MYO16		6	6	1525	0.4%	No
TBX2		2	2	1525	0.1%	No
MYO1D		1	1	200	0.5%	No
MFSD14A		1	1	200	0.5%	No
MYO1E		2	2	1525	0.1%	No
MYO1B		2	2	200	1.0%	No
SUCLA2		3	3	200	1.5%	No
MYO1A		6	6	1525	0.4%	No
NAGS		3	3	1725	0.2%	No
MYO1H		2	2	1525	0.1%	No
MYO1F		3	3	597	0.5%	No
MYO1G		1	1	150	0.7%	No
NPFFR2		1	1	200	0.5%	No
CPNE9		1	1	200	0.5%	No
CPNE8		1	1	200	0.5%	No
NPFFR1		1	1	200	0.5%	No
SMARCB1		1	1	150	0.7%	Yes
CPNE7		2	2	1525	0.1%	No
LDLRAD4		1	1	200	0.5%	No
CCDC102B		3	3	1725	0.2%	No
OR51L1		4	4	597	0.7%	No
SPZ1		1	1	200	0.5%	No
HERC2		3	3	597	0.5%	No
CCDC91		2	2	200	1.0%	No
HERC1		10	10	2272	0.4%	No
ADGRA1		5	5	2122	0.2%	No
OPHN1		2	2	1525	0.1%	No
ADGRA2		5	5	2122	0.2%	Yes
SNRPD1		1	1	200	0.5%	No
CPNE3		4	4	597	0.7%	No
CCDC92		2	2	1525	0.1%	No
CCDC93		2	2	1525	0.1%	No
TBC1D22A		1	1	150	0.7%	No
TBC1D22B		1	1	150	0.7%	No
ALG6		3	3	597	0.5%	No
ACTN2		3	3	1725	0.2%	No
KCNK13		8	8	2122	0.4%	No
OMD		2	2	1525	0.1%	Yes
MYO7B		7	7	1725	0.4%	No
ALG2		2	2	1525	0.1%	No
OMG		1	1	200	0.5%	No
KCNK15		2	2	1525	0.1%	No
ADGRA3		4	4	597	0.7%	No
KCNK18		1	1	200	0.5%	No
CCDC80		2	2	1525	0.1%	No
ADGRB2		6	6	1525	0.4%	No
ADGRB3		6	6	1725	0.3%	No
ADGRB1		3	3	597	0.5%	No
NUMBL		2	2	1525	0.1%	No
TRIM64C		4	4	1525	0.3%	No
TBC1D9B		2	2	1525	0.1%	No
TRIM64B		2	2	1525	0.1%	No
NRN1		1	1	200	0.5%	No
GGNBP2		1	1	200	0.5%	No
EPB42		1	1	200	0.5%	No
EPB41		4	4	1725	0.2%	No
GSPT2		6	6	1525	0.4%	No
GSPT1		1	1	200	0.5%	No
SEC14L3		1	1	200	0.5%	No
TBC1D8B		6	6	2122	0.3%	No
RTBDN		2	2	1525	0.1%	No
EGR1		6	6	1525	0.4%	Yes
EGR2		6	6	1525	0.4%	No
EGR4		2	2	1525	0.1%	No
RANBP17		6	6	1525	0.4%	No
MYO5A		3	3	1725	0.2%	Yes
SMARCA1		2	2	1525	0.1%	Yes
SMARCA2		6	6	2122	0.3%	Yes
SMARCA4		1	1	200	0.5%	Yes
EXT1		1	1	200	0.5%	Yes
EPRS1		2	2	200	1.0%	No
MYO5B		9	9	2122	0.4%	No
GNRH2		2	2	1525	0.1%	No
ECHDC2		1	1	150	0.7%	No
NOL10		2	2	1525	0.1%	No
ECHDC3		1	1	200	0.5%	No
CALR		16	16	2122	0.8%	Yes
CSRNP2		4	4	597	0.7%	No
NRP2		2	2	1525	0.1%	No
CSRNP3		1	1	200	0.5%	No
PYROXD1		2	2	1525	0.1%	No
PAK1IP1		2	2	200	1.0%	No
NAT10		3	3	1675	0.2%	No
OTUD7B		3	3	1725	0.2%	No
ODR4		1	1	200	0.5%	No
NUDCD1		1	1	200	0.5%	No
MIS18BP1		1	1	150	0.7%	No
GNRHR		3	3	597	0.5%	No
MUC13		1	1	200	0.5%	No
MUC15		1	1	200	0.5%	No
HTATIP2		2	2	1525	0.1%	Yes
APOBEC1		2	2	1525	0.1%	No
SFTPB		2	2	1525	0.1%	No
SREBF1		1	1	200	0.5%	No
NBPF11		1	1	200	0.5%	No
KIF7		2	2	1525	0.1%	No
KIF6		2	2	1525	0.1%	No
SREBF2		4	4	597	0.7%	No
DEPDC1		1	1	200	0.5%	No
MFGE8		3	3	350	0.9%	No
DEPDC5		1	1	200	0.5%	No
DDR2		9	9	2122	0.4%	Yes
NAPA		3	3	597	0.5%	No
HSD17B4		1	1	200	0.5%	No
GNAI2		7	7	2122	0.3%	No
HSD17B1		3	3	597	0.5%	No
HSD17B2		2	2	1525	0.1%	Yes
CAP2		3	3	1725	0.2%	No
GABBR2		1	1	200	0.5%	No
GABBR1		6	6	597	1.0%	No
MON2		7	7	1875	0.4%	No
PNMA5		1	1	200	0.5%	No
OR51M1		1	1	200	0.5%	No
MYO9B		3	3	1675	0.2%	No
PNMA3		3	3	1725	0.2%	No
PNMA2		1	1	200	0.5%	No
ACTL8		1	1	200	0.5%	No
ITCH		1	1	200	0.5%	No
NOL4L		2	1	200	0.5%	No
TTC4		2	2	1525	0.1%	No
TTC3		7	6	1725	0.3%	No
CAPS		3	3	597	0.5%	No
CRTC2		2	2	1525	0.1%	No
ICE1		1	1	200	0.5%	No
LOXL3		2	2	1525	0.1%	No
BUB1B		1	1	200	0.5%	Yes
MSMO1		1	1	200	0.5%	No
CAAP1		1	1	200	0.5%	No
TTF2		2	2	200	1.0%	No
TBC1D3G		2	2	1525	0.1%	No
ACTG2		1	1	200	0.5%	No
LOXL2		1	1	200	0.5%	No
NR3C2		1	1	200	0.5%	No
AKR7A2		5	5	2122	0.2%	No
AMMECR1L		3	3	1725	0.2%	No
TBC1D31		4	4	1725	0.2%	No
TBC1D32		4	4	597	0.7%	No
TEKT1		2	1	200	0.5%	No
RPP38-DT		1	1	200	0.5%	No
TEKT4		3	3	597	0.5%	No
DUXA		2	2	1525	0.1%	No
NRTN		1	1	200	0.5%	No
MORC3		3	3	597	0.5%	No
CASR		3	3	200	1.5%	No
MORC4		2	2	1525	0.1%	No
BORA		2	2	200	1.0%	No
TBC1D2B		2	2	200	1.0%	No
COX6B1		1	1	200	0.5%	No
GPRIN2		4	4	1525	0.3%	No
TBC1D21		3	3	597	0.5%	No
GPRIN1		1	1	200	0.5%	No
TBC1D25		2	2	1525	0.1%	No
WDFY3		2	2	200	1.0%	No
WDFY2		2	2	1525	0.1%	No
TSNARE1		4	4	1525	0.3%	No
WDFY4		6	6	1725	0.3%	No
DDX6		2	2	1525	0.1%	Yes
GNAZ		1	1	622	0.2%	No
TBC1D19		2	2	1525	0.1%	No
DDX1		3	3	597	0.5%	No
TCF7		1	1	200	0.5%	No
ADGRG3		1	1	200	0.5%	No
ADGRG4		11	11	2122	0.5%	No
ODF2L		1	1	200	0.5%	No
ADGRG2		1	1	200	0.5%	No
SHARPIN		1	1	200	0.5%	No
ADGRG7		3	3	597	0.5%	No
OR51B6		1	1	200	0.5%	No
TBC1D12		2	2	1525	0.1%	No
VILL		4	4	1525	0.3%	No
MORC1		1	1	200	0.5%	No
MORC2		6	6	1725	0.3%	No
MAGEA10		1	1	150	0.7%	No
QSER1		2	2	1525	0.1%	No
TBC1D16		1	1	200	0.5%	No
CRTAP		2	2	1525	0.1%	No
MUC16		16	14	597	2.3%	No
MUC17		9	6	597	1.0%	No
RARRES1		1	1	200	0.5%	No
OTUD6A		2	2	1525	0.1%	No
CNOT10		1	1	200	0.5%	No
HOOK3		3	3	597	0.5%	Yes
VIL1		1	1	200	0.5%	No
NAT8		1	1	200	0.5%	No
NASP		1	1	200	0.5%	No
UBXN10		2	2	1525	0.1%	No
FAM151A		1	1	200	0.5%	No
GNB1		6	6	2122	0.3%	Yes
GNAS		10	10	1725	0.6%	Yes
NABP2		1	1	200	0.5%	No
GNB3		1	1	200	0.5%	No
TCF4		3	3	597	0.5%	No
AMOTL2		5	5	1725	0.3%	No
PYROXD2		1	1	200	0.5%	No
AMOTL1		1	1	200	0.5%	No
OR51A2		1	1	200	0.5%	No
ALPG		2	2	1525	0.1%	No
OR51A7		4	4	597	0.7%	No
DYRK4		3	3	597	0.5%	No
CYP4A22		3	3	597	0.5%	No
HP1BP3		2	2	1525	0.1%	No
TCHH		17	17	1725	1.0%	No
TENT4A		5	5	1525	0.3%	No
TENT4B		5	5	1725	0.3%	No
CABIN1		1	1	200	0.5%	No
RND1		1	1	200	0.5%	No
ADGRE1		4	3	1725	0.2%	No
TCHP		1	1	200	0.5%	No
UFL1		2	2	1525	0.1%	No
ADGRE2		1	1	200	0.5%	No
ADGRE3		1	1	200	0.5%	No
MYO18B		4	4	1525	0.3%	No
MYO18A		6	6	1725	0.3%	Yes
REDIC1		1	1	200	0.5%	No
DNAI4		1	1	200	0.5%	No
MYOCD		1	1	200	0.5%	No
DNAI3		3	3	1725	0.2%	No
CYP4A11		2	2	1525	0.1%	No
NAV1		7	7	2122	0.3%	No
NAV2		4	4	1525	0.3%	No
QRSL1		3	3	1675	0.2%	No
TTI1		5	5	1725	0.3%	No
ADGRF3		1	1	200	0.5%	No
NAV3		7	7	1525	0.5%	No
ADGRF4		3	3	597	0.5%	No
CRY2		2	2	1525	0.1%	No
ADGRF5		1	1	200	0.5%	No
CRY1		10	10	1725	0.6%	No
CHI3L1		4	4	1525	0.3%	No
NAT8L		3	3	597	0.5%	No
DNAH3		10	5	597	0.8%	No
DNAH1		1	1	200	0.5%	No
DNAH2		3	3	200	1.5%	No
DNAH7		3	3	200	1.5%	No
DNAH8		2	2	200	1.0%	No
DNAH5		4	4	597	0.7%	No
ASB13		3	3	1725	0.2%	No
PKD1L1		1	1	200	0.5%	No
DNAH9		12	10	597	1.7%	No
PKD1L2		19	19	2122	0.9%	No
ASB11		3	3	597	0.5%	No
ASAP1		6	5	1725	0.3%	No
ASAP2		1	1	200	0.5%	No
FTHL17		1	1	200	0.5%	No
RNF5		1	1	200	0.5%	No
ASB15		3	3	597	0.5%	No
RNF2		5	5	1725	0.3%	No
ASB16		3	3	1675	0.2%	No
GNG2		1	1	200	0.5%	No
TRA2B		3	3	597	0.5%	No
DNAI1		3	3	597	0.5%	No
CDK11A		4	4	150	2.7%	No
EYA1		2	2	200	1.0%	No
EYA3		2	2	1525	0.1%	No
EYA4		3	3	597	0.5%	No
TMED7-TICAM2		1	1	200	0.5%	No
MUC5B		10	7	597	1.2%	No
CDK11B		3	3	597	0.5%	No
RSPH3		2	2	1525	0.1%	No
MYO15A		2	2	200	1.0%	No
ADGRD2		4	4	1525	0.3%	No
STIMATE-MUSTN1		1	1	200	0.5%	No
NAXD		1	1	200	0.5%	No
NRDE2		3	3	200	1.5%	No
OTUD3		2	2	200	1.0%	No
NCKAP1		8	8	1525	0.5%	No
RNH1		2	2	1525	0.1%	No
GPATCH2		1	1	200	0.5%	No
GPATCH1		3	3	1675	0.2%	No
XYLT1		3	3	1725	0.2%	No
ADARB1		1	1	200	0.5%	No
ADARB2		4	4	1525	0.3%	No
GPATCH8		8	7	2122	0.3%	No
NAA80		4	4	1525	0.3%	No
DHRS4L2		1	1	150	0.7%	No
NCKAP5		6	6	2122	0.3%	No
DDX17		5	5	2122	0.2%	No
FNDC3B		2	2	1525	0.1%	No
DDX10		1	1	150	0.7%	Yes
FNDC3A		3	3	1675	0.2%	No
ATG14		7	7	2122	0.3%	No
GABRG3		8	8	1725	0.5%	No
ATG13		3	3	1725	0.2%	No
GABRG2		3	3	597	0.5%	No
ATG12		1	1	150	0.7%	No
GABRG1		2	2	1525	0.1%	No
ASTN2		4	4	1875	0.2%	No
ASTN1		2	2	1525	0.1%	No
ZNF398		3	3	1725	0.2%	No
RHNO1		12	12	1525	0.8%	No
LRPAP1		2	2	1525	0.1%	No
ZNF395		1	1	200	0.5%	No
ZNF394		5	5	2122	0.2%	No
PDXDC1		3	3	597	0.5%	No
FLRT2		6	6	2122	0.3%	No
NTHL1		2	2	1525	0.1%	Yes
TTPA		1	1	200	0.5%	No
FLRT1		3	3	597	0.5%	No
ALX3		2	2	1525	0.1%	No
NCKAP1L		4	4	1525	0.3%	No
CEP76		1	1	200	0.5%	No
KAT14		1	1	200	0.5%	No
CEP78		2	2	200	1.0%	No
STARD13		7	7	1725	0.4%	No
ZNF384		1	1	150	0.7%	Yes
PHC1		5	5	1725	0.3%	No
AFAP1L1		1	1	200	0.5%	No
NFATC2		4	4	1725	0.2%	Yes
NFATC1		2	2	1525	0.1%	No
NR1D2		1	1	150	0.7%	No
NR1D1		2	2	200	1.0%	No
PHC3		2	2	1525	0.1%	No
NFATC4		8	8	1525	0.5%	No
EHD2		3	3	597	0.5%	No
SQLE		2	2	1525	0.1%	No
HNRNPM		2	2	200	1.0%	No
HNRNPK		11	8	2122	0.4%	No
ZNF37A		3	3	597	0.5%	No
HNRNPF		1	1	200	0.5%	No
PAH		1	1	200	0.5%	No
ATG2A		6	6	1525	0.4%	No
CEP85		1	1	200	0.5%	No
FARSA		4	4	1725	0.2%	No
PAM		2	2	1525	0.1%	No
ATG2B		8	8	1725	0.5%	No
CEP89		6	6	1525	0.4%	No
GABRB3		6	6	1525	0.4%	No
CEP57		2	2	1525	0.1%	No
SERPINA11		4	4	1525	0.3%	No
PHF3		4	4	200	2.0%	No
SERPINA12		3	3	597	0.5%	No
PYGB		3	3	1725	0.2%	No
GABRB1		3	3	597	0.5%	No
NRSN2		1	1	150	0.7%	No
PHF1		1	1	200	0.5%	Yes
SERPINA10		1	1	200	0.5%	No
PYGM		2	2	1525	0.1%	No
ABCC10		4	4	1525	0.3%	No
CSAD		1	1	200	0.5%	No
PHF6		69	63	2122	3.0%	Yes
ABCC11		3	3	1725	0.2%	No
VSIG10		2	2	1525	0.1%	No
ABCC12		1	1	200	0.5%	No
PHF8		4	4	1725	0.2%	No
AIFM3		1	1	200	0.5%	No
AIFM1		3	3	597	0.5%	No
ZNF280A		2	2	1525	0.1%	No
